,rowNum,ID,actrorID,cdateTime,followerCount,statusesCount,tweetType,body,countryregion,Longitude,Latitude,relevant
793,2645960,643091557063639040,423114678,2015-09-13 15:59:09.000,643,49453,tweet,R_menn9 no I literally witnessed a house fire in real life,None,-118.08261499999999,33.6289907,1
794,2646085,643091579142430720,386304404,2015-09-13 15:59:15.000,882,1315,tweet,Light rain falling at Napa Co Fairgrounds where hundreds of Valley Fire evacuees are getting food amp shelter http t co sOtPB3wSy9,None,-122.604129,38.568581,1
795,2646160,643091593512140801,3035199522,2015-09-13 15:59:18.000,4228,11516,quote,Ha Plus I have to read bells like braille recess lockdown fire drill Start of round 1 Priceless https t co rv8Hzqb60s,California,-117.7322777,33.4406724,0
796,2646545,643091659291406336,3224442140,2015-09-13 15:59:34.000,1519,4627,tweet,OH MY GOD MY FATHER PLEASE TELL YOUR CHILDREN THROGH ME NOT TO IS AS I ONLY PROPAGATES UNTIL IT TURNS TO A BLACK HOLE FILLED WITH FIRE,California,-121.340149,38.839106,0
799,2663055,643094403259609088,3193420096,2015-09-13 16:10:28.000,43,211,tweet,PerezHilton CalvinHarris juju122245 Fire in Cali burns one whole town down People need help,None,-121.41687160000001,37.883347,1
800,2664518,643094642464985088,3310969328,2015-09-13 16:11:25.000,28,91,tweet,Valley Fire in Lake County explodes in size to 40 000 acres thousands flee homes http t co ESmpRXC3EI,None,-121.933333,36.967211999999996,1
802,2667825,643095218921697280,16475267,2015-09-13 16:13:42.000,2148,86267,tweet,JayJay85L cvonhaxthausen nbcbayarea a very bad fire the butte fire also bad,None,-122.514926,37.708075,0
804,2671358,643095794480889856,2970434660,2015-09-13 16:16:00.000,366,1025,tweet,StateOfEmergency update California s Valley Fire now considered by JerryBrownGov a SOE,California,-122.514926,37.708075,1
805,2673747,643096179555766272,525945247,2015-09-13 16:17:32.000,18195,9284,tweet,NEW LisaArgenABC7 Current fire conditions for the ValleyFire http t co 4fizMp9Ud8,California,-122.514926,37.708075,1
806,2677890,643096875353141248,10483752,2015-09-13 16:20:17.000,573,13279,tweet,Fire and Police Memorial burbank statue bronze Burbank Fire amp Police Headquarters https t co s7Eot8PqkS,New York,-118.37031999999999,34.142629799999995,0
807,2682370,643097613227552768,127679015,2015-09-13 16:23:13.000,177,1873,tweet,robcesternino Since you re a Mets fan I m guessing you re a connoisseur of the dumpster fire that is the Jets,California,-122.03531100000001,37.193164,0
809,2689205,643098698474328064,1619895230,2015-09-13 16:27:32.000,219,3447,tweet,TVcody TVloriwallace if you have horses that are in need of safe place during Valley fire go to https t co PKDw0MrxLh GoodDaySac,California,-121.4875756,38.361325,1
810,2689825,643098799724871680,132399660,2015-09-13 16:27:56.000,463,10130,tweet,FireWeatherLab thought if anyone would know this you might are records kept of fire spread rate ValleyFire has got to be up there,California,-120.912851,37.459821999999996,1
811,2693084,643099317989871616,2416650324,2015-09-13 16:30:00.000,169,2174,tweet,My families house burnt down in the fire,None,-121.38500900000001,38.716060999999996,1
812,3001847,643139696407646208,1250826972,2015-09-13 19:10:27.000,135,3589,tweet,danbharris Nor Cal is being devastated by fire MANY animals left homeless Please share link 4 ppl 2 donate http t co RGiOOVdxPi,None,-122.6823831,38.205307,1
813,3005349,643140193596211200,47436444,2015-09-13 19:12:25.000,2365,34699,tweet,Yay the Sierras Oh wait California appears to be on fire tanayafire http t co E4vQC1TCVu,Colorado,-119.00492720000001,37.624181,1
815,3006429,643140343140102144,119122097,2015-09-13 19:13:01.000,3568,13821,tweet,Add more fire to the best 2017 class in the nation in SD Jevon Figaro Cathedral Catholic by way https t co ayQGpl8FXI,California,-117.28253799999999,32.53962,0
816,3007755,643140528150679552,2328119821,2015-09-13 19:13:45.000,569,3243,tweet,This Middletown fire is unreal,California,-122.77923899999999,38.396778999999995,1
818,3014477,643141448527843333,23549139,2015-09-13 19:17:24.000,867,66592,tweet,KiddoYoung Lucky Clearly a lot of people in Middletown lost everything That fire is horrible,None,-122.358011,38.243266999999996,1
819,3014806,643141492446396416,85423495,2015-09-13 19:17:35.000,600,34542,tweet,Quaylow I was looking at the pictures on Facebook Looks like Middletown was decimated by that fire,California,-122.358011,38.243266999999996,1
820,3016073,643141662550585344,1250826972,2015-09-13 19:18:16.000,135,3590,tweet,THEKATEPIERSON Nor Cal is being devastated by fire MANY animals left homeless Please share link 4 ppl 2 donate http t co RGiOOVdxPi,None,-122.6823831,38.205307,1
821,3017427,643141855752794112,1250826972,2015-09-13 19:19:02.000,135,3591,tweet,amyschumer Nor Cal is being devastated by fire MANY animals left homeless Please share link 4 ppl 2 donate http t co RGiOOVdxPi,None,-122.6823831,38.205307,1
822,3020693,643142333655969792,42007556,2015-09-13 19:20:56.000,1455,19797,tweet,Pretty sure the fire in my heart is running on Heroku s free tier,,-122.42284884,37.76893497,0
823,3027263,643143298983464960,1432891070,2015-09-13 19:24:46.000,1220,431,tweet,Hit Ya Block N Den Fire Up,California,-118.66840400000001,33.704538,0
824,3034646,643144338151616512,17376429,2015-09-13 19:28:53.000,3167,16319,quote,BREAKING not good possible fire communications threatened ValleyFire https t co n7RuxQb2N9,California,-122.732141,38.314281,1
826,3035772,643144488962031616,731091992,2015-09-13 19:29:29.000,98,2768,tweet,Just saw a video of the small town I grew up in with my father in Northern California completely on fire wow that was one of my homes,Nevada,-115.384091,36.129459000000004,1
827,3039159,643144907499044864,17376429,2015-09-13 19:31:09.000,3167,16321,tweet,ValleyFire verified fire has moved into Sonoma County reportedly it is moving in on The Geysers and threatening a power station,California,-122.732141,38.314281,1
828,3047937,643145963251462144,3312673488,2015-09-13 19:35:21.000,127,413,tweet,The entire state of California is on fire,California,-122.32784099999999,37.881262,1
829,3050640,643146323974320128,54463831,2015-09-13 19:36:47.000,977,19026,tweet,A beautiful but hazy sunset sky tonight That dark haze above isn t clouds California was on fire https t co QtO46IFVYU,California,-122.03531100000001,37.193164,1
830,3051829,643146487573180416,54463831,2015-09-13 19:37:26.000,977,19027,tweet,Yikes California was on fire A thick dark smoky haze was seen obscuring the majority of the skies https t co asBHf3ELjf,California,-122.03531100000001,37.193164,1
832,3057165,643147177938677760,96921679,2015-09-13 19:40:10.000,1101,39638,tweet,ThisManJake yeah Jerrods dad said its all coming over from that Butte fire,None,-122.03275790000002,38.308561,0
834,3061546,643147744605962240,1206382298,2015-09-13 19:42:26.000,766,44157,tweet,I sent a fire selfie and got no response and it s been hours,None,-121.987421,37.989865,1
835,3063040,643147942770028544,818717916,2015-09-13 19:43:13.000,777,48446,tweet,Wasn t there a fire near the geysers a couple years ago during thanksgiving,,-124.482003,32.528832,0
838,3079352,643150025061629952,248043027,2015-09-13 19:51:29.000,85,5157,tweet,Some dude just lit some other dudes feet on fire for a video Poor dude was asleep and he lit his feet on fire,None,-117.45738200000001,33.966021000000005,0
839,3081906,643150405312999424,42557375,2015-09-13 19:53:00.000,1714,2092,tweet,Fire official More than 100 homes destroyed in Valley Fire http t co ThpiKaM0u7 via kcranews,California,-121.07434199999999,37.59485,1
840,3091350,643151494699683845,1342986362,2015-09-13 19:57:20.000,28,65,tweet,Let the Twitter war dumpster fire between my Raven boy MrLeroyT3 and my Bronoc boy Jgooz69 begin Got my popcorn salt free of course,None,-115.384091,36.129459000000004,0
841,3093190,643151738279559168,818717916,2015-09-13 19:58:18.000,777,48452,tweet,Sounds like the fire has compromised some dozers line Missed the area,,-124.482003,32.528832,1
845,3103429,643153075293720577,2367822530,2015-09-13 20:03:37.000,218,1329,tweet,Nathucramer you should be embarrassed to use a hashtag that ppl are using to stay I formed about a devastating fire,California,-122.69951699999999,38.921813,1
846,3107208,643153489384873984,14019912,2015-09-13 20:05:15.000,109,1461,tweet,Interesting fire pit Jetty Fishery https t co vrMr313XXo,Oregon,-124.70354099999999,41.991795,0
847,3107871,643153562541789184,575907609,2015-09-13 20:05:33.000,654,7939,tweet,Gotta fire in Lakeport and s on my Timeline,,-124.482003,32.528832,1
849,3116753,643154670672723968,309479126,2015-09-13 20:09:57.000,25,248,tweet,Redskins fire that loser jaygruden and give us back our starter RGIII Sad day to be a fan pathetic losers terrible bringbackrg3,California,-122.514926,37.708075,0
850,3118771,643154928744050692,1296029527,2015-09-13 20:10:58.000,405,4899,tweet,Cron on fire Crushed,California,-118.07242430000001,33.928201,0
851,3119509,643155025544372224,378323810,2015-09-13 20:11:21.000,756,20168,tweet,the fire is getting bad http t co uM79WGQknH,None,-122.57918400000001,38.775887,1
853,3126971,643155956444979201,1606472113,2015-09-13 20:15:03.000,738,209497,tweet,ILBURN ILLEGAL BURNING at 19800 BLOCK OF NW SAUVIE ISLAND RD MULTNOMAH COUNTY OR Sauvie Island Fire RS15000000121 11 06 pdx911,Oregon,-124.70354099999999,41.991795,1
854,3135703,643157071987240960,31360120,2015-09-13 20:19:29.000,7346,37780,tweet,Fire http t co bqo5rJDExz,California,-118.37031999999999,34.142629799999995,0
855,3136127,643157125074554880,553285628,2015-09-13 20:19:42.000,1249,13595,tweet,You need friction to create fire,California,-124.21573300000001,40.696909999999995,0
858,3154412,643159594697555968,2260701378,2015-09-13 20:29:31.000,69,44,tweet,How is it possible to show enough gratitude to the fire fighters who risk their lives,California,-124.482003,32.528832,1
859,3155553,643159762796851200,1928061506,2015-09-13 20:30:11.000,327,46858,tweet,I like meeting other fire signs we automatically click,None,-117.5243291,34.033432,0
863,3174199,643161838809579520,579323923,2015-09-13 20:38:26.000,947,26182,tweet,Oomf is fire but he lags to reply,None,-118.0075327,34.054801,0
864,3176753,643162161062146049,137855708,2015-09-13 20:39:43.000,28,78,tweet,JonTytor My mom lives 800 feet up the road She she said the house on the corner of stonegate greenridge with olive trees was on fire,None,-124.482003,32.528832,0
865,3176896,643162178472820736,212440537,2015-09-13 20:39:47.000,385,593,tweet,Devastation in Middletown from the Valley Fire People not being allowed back into town yet https t co HRM2o7cIxq,California,-124.482003,32.528832,1
866,3180796,643162689997398016,386304404,2015-09-13 20:41:49.000,911,1326,tweet,CalFire estimates 1 000 homes lost in Valley Fire ValleyFire abc7now,None,-124.482003,32.528832,1
867,3184099,643163162619973632,64980124,2015-09-13 20:43:42.000,1087,30711,tweet,I just killed a fire ant that was about to bite me and I immediately was heartbroken for the ant family that will miss him,Nevada,-115.384091,36.129459000000004,0
868,3187965,643163701663526912,100907757,2015-09-13 20:45:50.000,881,68337,tweet,This fire is bad af wtf,,-121.862342,38.421895,1
871,3191729,643164238433812480,818717916,2015-09-13 20:47:58.000,781,48474,tweet,Per ABCNewsBayArea_ Cal Fire is now reporting 1 000 homes destroyed by the ValleyFire,,-124.482003,32.528832,1
873,3196778,643164913616056322,52821606,2015-09-13 20:50:39.000,1025,11244,tweet,The NorCal fires so visible from Bodega Bay yesterday are worrying Heard fire trucks all night some returning at 7am,,-122.57701399999999,37.886098600000004,1
874,3197770,643165036618383360,819999,2015-09-13 20:51:08.000,81386,11288,tweet,Stuck in Santa Barbara because of the Lake Fire Our thoughts are with everyone in harm s way https t co MtqiVfdIZC,California,-119.881745,34.404565000000005,1
877,3208384,643166475197526017,1592601,2015-09-13 20:56:51.000,844,22020,tweet,Live On Banjo Valley Fire Burns Though California Town http t co cF7FktpHvV,California,-122.004255,37.721286,0
880,3224532,643168768911273984,26095055,2015-09-13 21:05:58.000,308,14078,tweet,johnbiggs Kill it with fire,,-118.10856799999999,33.84596,0
881,3233026,643170048400490500,590345748,2015-09-13 21:11:03.000,255,14774,tweet,CBSSacramento GoodDaySac GoodDayWeekend kcranews ABC10 Well meaning people will want to help fire victims Please warn them of scams,Nevada,-122.03275790000002,38.308561,1
882,3234535,643170283247960064,818717916,2015-09-13 21:11:59.000,781,48482,tweet,Crews advising fire might be on Mt Konocti ValleyFire,,-124.482003,32.528832,1
883,3237084,643170665609039872,2686616115,2015-09-13 21:13:30.000,158,5601,tweet,Header is fire,England,-120.993774,37.561491,0
885,3252218,643173038721101825,18549617,2015-09-13 21:22:56.000,275,280,tweet,Not only is valleyfire traveling with wind traveling in all directions unprecedented says LakeCounty fire chief Still no Harbin news,California,-122.514926,37.708075,1
886,3255909,643173595372351488,1059127992,2015-09-13 21:25:09.000,39,2586,tweet,California being on fire makes me so sad,None,-121.4459635,38.4743139,1
887,3260208,643174219979710468,489912808,2015-09-13 21:27:38.000,376,15398,tweet,This fire is so depressing it breaks my heart,None,-124.482003,32.528832,1
890,3277440,643176884700774400,317922621,2015-09-13 21:38:13.000,308,3020,tweet,cameronesfahani jsam Most likely the Butte fire 65K acres near Angels Camp,California,-121.933879,37.272539,1
893,3286530,643178304187465729,1936182842,2015-09-13 21:43:52.000,880,21927,tweet,Shoulda been a fire shoulda been the perfect storm,None,-118.66840400000001,33.704538,0
894,3288986,643178683927171072,1146136638,2015-09-13 21:45:22.000,777,15148,tweet,truthglow KathyAngel2 upton1144 ArtisMentis I learned a lot last night repeating some Bernie interviews about grace under fire,None,-118.51735749999999,33.9951771,0
895,3290381,643178890609844224,1217601517,2015-09-13 21:46:11.000,402,1476,tweet,hailei drools fire,None,-121.315922,38.084259,0
896,3293471,643179360153808896,2680530674,2015-09-13 21:48:03.000,41,382,tweet,Praying for the families in Middletown CA that have lost their homes in the fire this state needs rain so much,California,-122.6823831,38.205307,1
899,3296960,643179889172938752,945249896,2015-09-13 21:50:09.000,384,12012,tweet,Holy wow CCron24 is on fire,None,-118.11736499999999,33.723095,1
904,3302567,643180752931155968,209693963,2015-09-13 21:53:35.000,352,14479,tweet,Like damn no one took the time to send me the fire selfie lol,None,-116.96530600000001,32.807933,0
905,3303969,643180948146622464,30559781,2015-09-13 21:54:22.000,43,8673,tweet,Hungryghoast the fire was already there all you did was help it realize its potential,California,-124.482003,32.528832,1
